HITId,tweet,class,class2,rand
2470,j'aime une vidéo @user pour en finir avec la cruelle imposture des migrants (4/4) - abbé olivier rioult à l'adresse,1,1,0.071827482
1724,tu change le mot blanc par noirs ou arabes c'est l'émeute c'est incroyable de tenir de tels propos liebig et sa… @url,1,1,0.071894786
201,soral dieudonné sur les juifs : c'e…,1,1,0.071912033
2619,des villes solidaires #aveclesréfugiés,2,2,0.071962074
3343,@user @user @user @user la déchristianisation ou l'abrutissement et la propagande gauchiste?… @url,1,1,0.071994945
1038,@user @user @user ah d'accord je ne m'avais pas attardé sur le compte. je crois que moi simp… @url,2,2,0.073245292
276,@user mais gros dirait que t’es un mongol t’es sorti 3 fois de chez toi pour trouver t’as l’air d’avoir… @url,1,1,0.073398575
2095,@user @user @user @user oui je suis maman. et pas de violences chez moi. en aucun cas. la violenc… @url,2,2,0.07386375
1615,sale raciste t’es pas une vraie rebeu toi t’es dans la mm case que « jean françois patriote_38 » qui jette des sau… @url,1,1,0.074032026
2693,au travers des différentes parties le manga s'attarde sur certains thèmes comme l'amour l'amitié l'aventure le d… @url,1,1,0.074078344
2269,@user question: les vegan sont ils contre l'avortement ?,2,2,0.074106344
1433,@user @user @user que cette petite pute ferme sa gueule,1,1,0.074205323
3074,rt @user comment devenir un parfait petit gauchiste identititaire en 5 lecons.nn      ,1,1,0.074744201
1093,ton style de gars? — encr ? les renois et métisses @url,2,2,0.075031398
179,@user @user il faut se poser la question : la france veut-elle encore plus de violence et d'agressions? car… @url,2,2,0.075405023
2450,@user @user la chaine alimentaire ne se definitif pas que sur la necessite alimentaire mais au... @url,2,2,0.075682627
2926,ministre russe de la défense sergueï choïgou.le mongol dit,1,1,0.076438594
1679,@user ideologie gauchiste l'universite scientifiques dans les medias (@user ...) secession (perspe... @url,1,1,0.07665948
1556,@user @user j’ai vu une vidéo d’un blackos qui disait n’achetez plus au blanc .. ! mais visiblement ça l’air normal !,2,2,0.076696199
2404,les arabes cassent les couilles putin. ils aiment pas les noirs mais ils viennent s’asseoir à côté de moi dans le… @url,1,1,0.076732388
3117,j'aimerais qu'on s'attarde un instant sur la une du nouveau numéro du magazine 01net parce qu'il derrière un m… @url,1,1,0.076787959
3071,fin du thread. logorrhée gauchiste complètement ridicule. @url,1,1,0.076958159
18,au vu de cette simple declaration difficile de savoir si affaire un neo-nazi un gauchiste ou un islamiste. @url,1,1,0.078183041
1911,je suis un attardé mental je viens de réaliser que la toussaint s'appelait comme ça pcq c'est une célébration de tous les saints,2,2,0.078208792
3187,c’est fantastique d’avoir des renois dans une équipe,1,1,0.0783236
1919,@user @user et bien le mieux c'est de faire ta propre statistique sur l'évolution de la violence et des… @url,1,1,0.078786077
3562,@user @user nan mais d’accord je suis pas contre l’avortement! j’dis juste qu’avorter aujourd’hui c’es… @url,2,2,0.079601382
3107,excellente démonstration de @user mais ce monsieur joffrin vaut-il la peine que l'on s'attarde sur ses torc… @url,2,2,0.079932067
1540,@user l'africanisation et l'islamisation de l'europe c'est l'importation des mœurs qui sont associées. n… @url,0,1,0.080182011
1321,ce mongolien de verratti il 43 ans il toujours pas progressé dans sa tête. toujours un débile,1,1,0.080267313
2991,il est 3h 16m et 2s paris première mise en demeure pour des propos d'Éric zemmour sur les migrants musulmans - eur… @url,1,1,0.080563633
3507,@user @user @user l'ivg façon gauchiste c'est comme le choléra ça se repend de partout,1,1,0.080608921
3092,bts quand ils vont arriver le 20 et voir que y’a que des renois et rebeux vont voir flou,1,1,0.080790037
96,@user @user et puisqu'on est là dessus les chiffres soit disant arabes que nous utilisons ne sont p… @url,2,2,0.08091981
2290,retour vers le futur ou comment l'islamisation des banlieues fabrique des antisémites :,1,1,0.081226692
886,@user mlq mongol,1,1,0.081430854
3334,@user @user vs n'comprenez ps si tu n'as ps envie d'en manger tant mieux pr toi ms laisse ls... @url,2,2,0.081588164
721,@user exactement xd comme tu es un ami précieux je m'attarde beaucoup sur ce genre de détails xd,2,2,0.082450782
3220,@user @user @user sale attardé @url,1,1,0.082523912
2611,« pour réduire les coûts d'une immigration exagérée pour expulser plus rapidement les délinquants et les faux dema… @url,0,1,0.082590399
3213,@user @user la génétique gauchiste quoi.. et trouve même des médias américains qui nous présentent ça… @url,1,1,0.082886551
2792,rt @user pq tu fais la sjw gauchiste les poids lourds c'est sur la droite. _ et les connards c'est sous les roues @url,1,1,0.083229108
113,nikomouk sale arabe toi et ton poignet tordu — azzedine fdp tout trikard ta grand mere @url,1,1,0.083726312
971,grande-bretagne : la prière musulmane est récitée (en arabe) avant l’ouverture de la session du conseil municipal d… @url,0,1,0.083882735
3861,@user @user méchante gang d’attardé mental....,1,1,0.083903845
1399,et pq ça vous dérange ? y’a plein de meuf arab qui kiff les renois et qui les trouve même au dessus des arabes c’e… @url,1,1,0.084134116
3925,@user @user ce n'est pas une théorie du complot. c'est peut-être récupéré par les fachos mais l'éc… @url,2,2,0.084329777
1260,@user ils se sont cru dans un film juste des gars un peut attardé un peut trop influencé par les films/virtuel… @url,1,1,0.085508698
1704,@user sale payday juif arabophile retourne en cuisine !,0,1,0.085562604
2036,mon père chaque fois c’est moi qui conduit et que j’fais un truc de mongol il s’en prend aux autres,1,1,0.085854742
394,il une meuf de 30 ans qui vient de lâcher unsale arabe de merdeà un mec parce que il roulait trop vite à vélo… @url,1,1,0.085948252
593,quand j’étais en 4ème 3 élèves m’insultaient de « sale juif ». mes profs ont voulu la faire virer la principale a… @url,1,1,0.08615131
1585,comment tu peux passer d’une personne à une autre comme ça d’un seul coup? c’est pas possible faut être mongol mdr,1,1,0.086445421
2231,@user contre l’avortement c’est pire que contre la transexualité je trouve,0,1,0.086523889
3210,dieu ne s’attarde jamais à combler un besoin extérieur.,2,2,0.086546335
3226,@user @user le seul mongol jouer smg dans cette map aussi,1,1,0.086726138
1630,@user mdr ta rien à perdre c’est une sale renoi qui dit d’la merde tant mieux qu’elle bloquer tu mérite pas de voir une tél merde,1,1,0.08714224
2275,j’ai envie de dormir dans une yourt ( petite maison mongol) pour voir ce que ça fait .,1,1,0.087158056
1606,je partage souvent le travail de pierre estève que j'ai toujours adoré et qui mérite qu'on s'y attarde j'aime la f… @url,1,1,0.087255303
889,@user c’est sale arabe tous les mêmes j’ai envie de les gifler,0,1,0.087293834
2927,@user avec @user quand disait qu’il était attardé mental c’était vraiment pas une blague alors,1,1,0.087294953
3673,@user @user @user @user je suis une gauchiste libertaire et catholique pas tres orthodox... @url,2,2,0.087901899
3152,j penses que c est inutile de attardé sur des remarques aussi vides... @url,1,1,0.088038317
3701,@user @user voilà ça ching chong encore ?,1,1,0.088338832
2270,ya que les petites rebeus de 18ans pour critiquer les trucs qui nous font rire ou qu’on fait,1,1,0.088688539
1029,@user oui mais si c'est pour le traité de sale arabe si il marque pas mieux vaut pour lui de réfléchir so… @url,1,1,0.088865026
1062,@user @user arff... les renois..,2,2,0.089054043
2675,bienvu pour cette espèce d'attardé j'ai supprimé mes photos,1,1,0.089132085
674,en israël les migrants africains se sentent victimes de « racisme » - @url @url,2,2,0.089201865
76,je suis trop attardé sur le bonheur des gens j'ai laisser passer l'mien ...,1,1,0.08959311
2774,l'islam n'est pas le terrorisme... je veux dire l'extrémisme et il existe dans toutes les re… @url,2,2,0.089668704
2804,les arabes les noirs les juifs les p… @url,1,1,0.08974207
1477,@user fouto es un mongol!!!!!!,1,1,0.089941529
1209,eh les renois vous dîtes quoi au coiffeur qnd vous voulez un dégradé blanc ??,1,1,0.089965402
3863,@user @user renz gangsta le plus beau de tt les rebeus,2,2,0.090034357
3402,@user @user @user ce n'est qu'au cameroun qu'on laisse les vraies choses et s'attarde sur l'o… @url,2,2,0.090223776
2455,@user @user avec les mongol c’est vraiment vraiment incroyable ! mais saison 1 reste magnifique avec shah suleyman ...,1,1,0.090801447
79,@user @user mdrrrr attends t'as vraiment cru qu'ils allaient pas répondre à une attardé qui dit d… @url,1,1,0.090887103
3500,@user @user normal. n'est jamais à l'abri d'un gauchiste dégénéré.,1,1,0.090985148
1597,ce soir nous sommes invités dans la yourte de nos hôtes pour déguster un barbecue mongol qui ressemble en fait pl… @url,1,1,0.091130055
3470,@user @user @user oh est plus à un mongol près en politique. un d'plus un d'moins...,1,1,0.091356961
3604,@user @user sai daqui mongol,1,1,0.091956348
1480,@user oui ce n'est pas une région gauchiste!!,1,1,0.09208955
390,c'est du 1vs1 tu peux rien contre mon sale arabe !! @url,1,1,0.092738745
1743,@user au début j'avais compris ching chong,1,1,0.092937537
1700,@user non ceci est pourri jusqu'à la moelle anti complotiste . plus le ciel est pourri plus les non voyants voient pur.,1,1,0.092939543
1693,la guerre contre le terrorisme n'est pas une guerre contre l'islam ! @url,1,1,0.09295989
3775,@user quand tu prens uber tu vois que des blacks et des rebeus la plupart du temps. pourquoi?,1,1,0.093258457
1097,bah non mais les rebeus aussi ont une grosse bite — bon tg @url,0,1,0.093379245
189,40 années de laxisme gauchiste !!!! @url,0,1,0.093601596
762,#italie : le gouvernement adopte une nouvelle loi pour expulser plus vite les migrants et révoquer la citoyennet… @url,1,1,0.094600881
2544,je kiffe ce genre de tweet ou tu sens que la nana envie de lui dire ferme ta gueule sale arabe mais se retient… @url,1,1,0.094663577
2780,souhaitons que les américains enlèvent du pouvoir à ce mongol,1,1,0.095022745
264,@user @user comme vous n'êtes pas juif vous êtes con et sale.,0,1,0.095226304
3444,@user @user la tolérance gauchiste,2,2,0.095457788
2967,ras-le-bol massif de l'islamisation des so…,1,1,0.096656427
492,@user moi j'appelle cela une vague déferlantes 2 migrants clandestins !,1,1,0.096896481
1962,@user normand mais la mafia gauchiste pedophile catho et alcoolisee va faire gagner le uddf3. ils sont partout.,1,1,0.096912625
1324,mdrrrrr genre y’a absolument que des noms arabes ? pas un seul blanc qui fasse des conneries dans le top 20? @url,1,1,0.097892512
3034,les blancs qui pensent être africainz parce qu'ils restent avec des renois vous voit comme ça ! #ridicule @url,1,1,0.097971657
1497,@user de base je voulais tinsulter d'attardé,1,1,0.098088465
1794,tweets de la semaine : #migrants en méditerranée - enfants migrants en #france – répression au #kirghizistan – abus… @url,1,1,0.098142698
750,@user pq y'a autant de rebeus qui tiennent avec l'ol ?,2,2,0.098356356
2466,t’es le passe temps des rebeu sale meuf sait que t’aime les arabes — tjrs l’affût du moindre de mes tweets toi… @url,2,2,0.098647254
2836,les renois c'est un délire comment ils dégagent un bail surtout qd ils mettent des durag jvs love,2,2,0.098778779
2189,@user il le culot qu'ont les rebeus de cité...,1,1,0.098829298
508,@user tu é mongol ?,1,1,0.098874724
3919,@user ouais mais je suis attardé mental ça va pas avec le costard,1,1,0.099288757
1164,@user nn j’ai ajouter le bambis sale juif croiser nazi,1,1,0.099539283
660,ce serait bien que norman fasse une vidéo contre l’avortement,1,1,0.099689062
3712,@user @user @user je crois que tu prise pr une pro immigrationniste une gauchiste détrompe toi lis… @url,1,1,0.099807035
2901,mdr ça c’est l’effet narcos ça les matrixé !!! les rebeus ça vous atteint le cerveau cette série après mettre des… @url,1,1,0.100334252
2237,il faut refuser d'accueillir l'aquarius qui transporte sûrement de faux migrant… @url,0,1,0.10040306
3895,@user @user @user alors que dans les pays occidentaux est tres friand de viande... @url,2,2,0.100635621
1276,@user sai mongol,1,1,0.100691921
768,@user @user @user @user @user @user c’est ouf comment les rebeus de qua… @url,2,2,0.1009358
1391,lmao yaura moins de rebeus que sur certaines lignes actuelles de la ratp @url,0,1,0.101453118
2884,@user bonjour les gauchistes.,1,1,0.101504076
1143,@user est ce que la drogue inclut aussi le terrorisme certainement car les terroristes sont des drogues… @url,0,1,0.101557899
2337,@user j'avoue t'es un mongol,1,1,0.101653476
1152,au @user ça s'attarde sur le psg mais pour parler des fraudes fiscales ça dur 36 secondes bande de tocar… @url,1,1,0.102283307
2906,@user mais faut déjà être sacrément attardé pour faire ça jui explosee,1,1,0.102711677
3930,@user @user j’ai que ce screen sinon elle taillé les arabes plein de fois y’a rien d’ironique là dedans,2,2,0.10283132
566,ah ce moment j'ai compris que j'état pas blanche. que j’étaie une arabe. une sale arabe métisse une petite buerr… @url,1,1,0.102984632
2406,@user et restes trql avec tes sales arabe sale vielles conne,1,1,0.1035665
2364,que mongol,1,1,0.103714855
1694,@user la lecture de ceci interroge grandement pour elle l’alcool est une des complications de la violence fa… @url,2,2,0.104433867
1163,@user @user @user c'est archi pas un fantasme débile,1,1,0.104441676
2919,#habs deux buts c'est bien beau mais quand s'attarde à la façon dont kotkaniemi travaillé hier et au contex… @url,2,2,0.104616
2566,bon tous les renois/métisses hop oublié pas de mettre de la crème c’est reparti!,1,1,0.105538911
51,rejetez le machisme blanc vous aurez le machisme africain.,1,1,0.105597109
618,cette purge c’est vraiment du grand n’importe quoi c’est chaud d’être aussi attardé j’ai honte,1,1,0.105646752
